SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
31373002,Disorganized schizophrenia in remission (disorder),Mental health,0
31446002,"Bipolar I disorder, most recent episode hypomanic (disorder)",Mental health,0
31658008,Chronic paranoid schizophrenia (disorder),Mental health,0
33323008,Somatic delusion disorder (disorder),Mental health,0
35252006,Disorganized schizophrenia (disorder),Mental health,0
35919005,Pervasive developmental disorder (disorder),Mental health,0
38295006,Involutional paraphrenia (disorder),Mental health,0
41836007,Bipolar disorder in full remission (disorder),Mental health,0
42868002,Subchronic catatonic schizophrenia (disorder),Mental health,0
43614003,Autistic disorder of childhood onset (disorder),Mental health,0
48500005,Delusional disorder (disorder),Mental health,0
53049002,Severe bipolar disorder without psychotic features (disorder),Mental health,0
58214004,Schizophrenia (disorder),Mental health,0
61403008,Severe depressed bipolar I disorder without psychotic features (disorder),Mental health,0
61831009,Induced psychotic disorder (disorder),Mental health,0
63181006,Paranoid schizophrenia in remission (disorder),Mental health,0
63249007,Manic bipolar I disorder in partial remission (disorder),Mental health,0
64905009,Paranoid schizophrenia (disorder),Mental health,0
68890003,Schizoaffective disorder (disorder),Mental health,0
68995007,Chronic catatonic schizophrenia (disorder),Mental health,0
69322001,Psychotic disorder (disorder),Mental health,0
71961003,Childhood disintegrative disorder (disorder),Mental health,0
73867007,Severe major depression with psychotic features (disorder),Mental health,0
77475008,Jealous delusion disorder (disorder),Mental health,0
79584002,Moderate bipolar disorder (disorder),Mental health,0
79866005,Subchronic paranoid schizophrenia (disorder),Mental health,0
83225003,Bipolar II disorder (disorder),Mental health,0
83746006,Chronic schizophrenia (disorder),Mental health,0
84760002,"Schizoaffective disorder, depressive type (disorder)",Mental health,0
85248005,Bipolar disorder in remission (disorder),Mental health,0
88975006,Schizophreniform disorder (disorder),Mental health,0
111482003,Subchronic schizophrenia with acute exacerbations (disorder),Mental health,0
111483008,Catatonic schizophrenia in remission (disorder),Mental health,0
111484002,Undifferentiated schizophrenia (disorder),Mental health,0
134517009,Product containing precisely amisulpride 400 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
191525009,Non-organic psychosis (disorder),Mental health,0
191526005,Schizophrenic disorders (disorder),Mental health,0
191527001,Simple schizophrenia (disorder),Mental health,0
191531007,Acute exacerbation of chronic schizophrenia (disorder),Mental health,0
191542003,Catatonic schizophrenia (disorder),Mental health,0
191548004,Acute exacerbation of chronic catatonic schizophrenia (disorder),Mental health,0
191554003,Acute exacerbation of subchronic paranoid schizophrenia (disorder),Mental health,0
191555002,Acute exacerbation of chronic paranoid schizophrenia (disorder),Mental health,0
191559008,Latent schizophrenia (disorder),Mental health,0
191561004,Subchronic latent schizophrenia (disorder),Mental health,0
191562006,Chronic latent schizophrenia (disorder),Mental health,0
191563001,Acute exacerbation of subchronic latent schizophrenia (disorder),Mental health,0
191565008,Latent schizophrenia in remission (disorder),Mental health,0
191567000,Schizoaffective schizophrenia (disorder),Mental health,0
191570001,Chronic schizoaffective schizophrenia (disorder),Mental health,0
191571002,Acute exacerbation of subchronic schizoaffective schizophrenia (disorder),Mental health,0
191572009,Acute exacerbation of chronic schizoaffective schizophrenia (disorder),Mental health,0
191574005,Schizoaffective schizophrenia in remission (disorder),Mental health,0
191583000,"Single manic episode, mild (disorder)",Mental health,0
191584006,"Single manic episode, moderate (disorder)",Mental health,0
191586008,"Single manic episode, severe, with psychosis (disorder)",Mental health,0
191588009,Single manic episode in full remission (disorder),Mental health,0
191590005,Recurrent manic episodes (disorder),Mental health,0
191592002,"Recurrent manic episodes, mild (disorder)",Mental health,0
191593007,"Recurrent manic episodes, moderate (disorder)",Mental health,0
191595000,"Recurrent manic episodes, severe, with psychosis (disorder)",Mental health,0
191597008,"Recurrent manic episodes, in full remission (disorder)",Mental health,0
191604000,"Single major depressive episode, severe, with psychosis (disorder)",Mental health,0
191613003,"Recurrent major depressive episodes, severe, with psychosis (disorder)",Mental health,0
191618007,"Bipolar affective disorder, current episode manic (disorder)",Mental health,0
191620005,"Bipolar affective disorder, currently manic, mild (disorder)",Mental health,0
191621009,"Bipolar affective disorder, currently manic, moderate (disorder)",Mental health,0
191623007,"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",Mental health,0
191625000,"Bipolar affective disorder, currently manic, in full remission (disorder)",Mental health,0
191627008,"Bipolar affective disorder, current episode depression (disorder)",Mental health,0
191629006,"Bipolar affective disorder, currently depressed, mild (disorder)",Mental health,0
191630001,"Bipolar affective disorder, currently depressed, moderate (disorder)",Mental health,0
191634005,"Bipolar affective disorder, currently depressed, in full remission (disorder)",Mental health,0
191636007,Mixed bipolar affective disorder (disorder),Mental health,0
191638008,"Mixed bipolar affective disorder, mild (disorder)",Mental health,0
191639000,"Mixed bipolar affective disorder, moderate (disorder)",Mental health,0
191641004,"Mixed bipolar affective disorder, severe, with psychosis (disorder)",Mental health,0
191643001,"Mixed bipolar affective disorder, in full remission (disorder)",Mental health,0
191658009,Atypical manic disorder (disorder),Mental health,0
191668004,Simple paranoid state (disorder),Mental health,0
191670008,Shared paranoid disorder (disorder),Mental health,0
191672000,Paranoia querulans (disorder),Mental health,0
191676002,Reactive depressive psychosis (disorder),Mental health,0
191677006,Acute hysterical psychosis (disorder),Mental health,0
191680007,Psychogenic paranoid psychosis (disorder),Mental health,0
191683009,Psychogenic stupor (disorder),Mental health,0
191689008,Active infantile autism (disorder),Mental health,0
191690004,Residual infantile autism (disorder),Mental health,0
192362008,"Bipolar affective disorder, current episode mixed (disorder)",Mental health,0
231437006,Reactive psychoses (disorder),Mental health,0
231449007,Epileptic psychosis (disorder),Mental health,0
231485007,Post-schizophrenic depression (disorder),Mental health,0
231487004,Persistent delusional disorder (disorder),Mental health,0
231489001,Acute transient psychotic disorder (disorder),Mental health,0
231494001,Mania (disorder),Mental health,0
231496004,Hypomania (disorder),Mental health,0
231536004,Atypical autism (disorder),Mental health,0
238973003,Delusions of parasitosis (disorder),Mental health,0
238974009,Delusions of infestation (disorder),Mental health,0
238975005,Delusion of foul odor (disorder),Mental health,0
238977002,Delusional hyperhidrosis (disorder),Mental health,0
247804008,Schizophrenic prodrome (disorder),Mental health,0
268617001,Acute schizophrenic episode (disorder),Mental health,0
268619003,"Manic disorder, single episode (disorder)",Mental health,0
268622001,Chronic paranoid psychosis (disorder),Mental health,0
268624000,Acute paranoid reaction (disorder),Mental health,0
270901009,"Schizoaffective disorder, mixed type (disorder)",Mental health,0
271428004,"Schizoaffective disorder, manic type (disorder)",Mental health,0
274952002,Borderline schizophrenia (disorder),Mental health,0
274953007,Acute polymorphic psychotic disorder (disorder),Mental health,0
278506006,Involutional paranoid state (disorder),Mental health,0
278508007,Delusional dysmorphophobia (disorder),Mental health,0
278853003,Acute schizophrenia-like psychotic disorder (disorder),Mental health,0
280949006,Erotomania (disorder),Mental health,0
307417003,Cycloid psychosis (disorder),Mental health,0
321366002,Product containing precisely chlorpromazine hydrochloride 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321367006,Product containing precisely chlorpromazine hydrochloride 50 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321368001,Product containing precisely chlorpromazine hydrochloride 100 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321393004,Product containing precisely benperidol 250 microgram/1 each conventional release oral tablet (clinical drug),Mental health,0
321407005,Product containing precisely flupentixol 3 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321416009,Product containing precisely haloperidol 1.5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321417000,Product containing precisely haloperidol 5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321418005,Product containing precisely haloperidol 10 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321420008,Product containing precisely haloperidol 2 milligram/1 milliliter conventional release oral solution (clinical drug),Mental health,0
321448008,Product containing precisely haloperidol 500 microgram/1 each conventional release oral capsule (clinical drug),Mental health,0
321450000,Product containing precisely haloperidol 1 milligram/1 milliliter conventional release oral solution (clinical drug),Mental health,0
321451001,Product containing precisely haloperidol 500 microgram/1 each conventional release oral tablet (clinical drug),Mental health,0
321460009,Methotrimeprazine hydrochloride 25mg/1mL injection,Mental health,0
321461008,Product containing precisely levomepromazine maleate 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321473008,Product containing precisely periciazine 2.5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321474002,Product containing precisely periciazine 10 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321484001,Product containing precisely perphenazine 2 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321485000,Product containing precisely perphenazine 4 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321491003,Product containing precisely pimozide 4 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321498009,Product containing precisely promazine hydrochloride 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321499001,Product containing precisely promazine hydrochloride 50 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321502002,Promazine hydrochloride 50mg/5mL syrup (product),Mental health,0
321512009,Product containing precisely sulpiride 400 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321514005,Product containing precisely sulpiride 200 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321531003,Product containing precisely thioridazine hydrochloride 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321532005,Product containing precisely thioridazine hydrochloride 50 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321546005,Trifluoperazine 5mg/5mL sugar free syrup (product),Mental health,0
321547001,Product containing precisely trifluoperazine 1 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321548006,Product containing precisely trifluoperazine 5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321563009,Product containing precisely zuclopenthixol 2 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321564003,Product containing precisely zuclopenthixol 10 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321565002,Product containing precisely zuclopenthixol 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321573006,Product containing precisely clozapine 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321574000,Product containing precisely clozapine 100 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321589009,Product containing precisely risperidone 1 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321590000,Product containing precisely risperidone 2 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321591001,Product containing precisely risperidone 3 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321592008,Product containing precisely risperidone 4 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321597002,Product containing precisely risperidone 1 milligram/1 milliliter conventional release oral solution (clinical drug),Mental health,0
321599004,Product containing precisely risperidone 6 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321602009,Product containing precisely risperidone 500 microgram/1 each conventional release oral tablet (clinical drug),Mental health,0
321612002,Product containing precisely olanzapine 5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321613007,Product containing precisely olanzapine 7.5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321614001,Product containing precisely olanzapine 10 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321618003,Product containing precisely olanzapine 2.5 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
321622008,Product containing precisely olanzapine 5 milligram/1 each conventional release orodispersible tablet (clinical drug),Mental health,0
321623003,Product containing precisely olanzapine 10 milligram/1 each conventional release orodispersible tablet (clinical drug),Mental health,0
321624009,Product containing precisely quetiapine (as quetiapine fumarate) 25 milligram/1 each conventional release oral tablet (clinical drug),Mental health,0
